級別,單字,中文
3,weekly,每週
3,weep,哭泣
3,wheat,小麥
3,whip,鞭
3,whistle,哨
3,wicked,邪惡
3,widen,擴大
3,wipe,擦拭
3,wisdom,智慧
3,wrap,裹
3,wrist,手腕
3,yearly,每年
3,yell,叫喊
3,yolk,蛋黃
3,youngster,青少年
3,zipper,拉鍊
3,zone,區
4,abandon,放棄
4,absolute,絕對
4,absorb,吸收
4,abstract,抽象的
4,academic,學術的
4,accent,口音
4,acceptance,驗收
4,access,使用權
4,accidental,偶然
4,accompany,陪伴
4,accomplish(ment),成就）
4,accountant,會計
4,accuracy,準確性
4,accuse,控
4,acid,酸
4,acquaintance,熟人
4,acquire,獲得
4,adapt,適應
4,addict,癮君子
4,adequate,足夠的
4,adjust(ment),調整）
4,admirable,令人欽佩的
4,admiration,欽佩
4,admission,入場
4,adopt,採納
4,agency,機構
4,agent,代理人
4,aggressive,挑釁的
4,agreeable,令人愉快的
4,alcohol,酒精
4,alert,警報
4,allowance,津貼
4,alternative,選擇
4,amateur,業餘
4,ambiguous,模糊的
4,ambitious,雄心勃勃的
4,amuse(ment),娛樂）
4,analysis,分析
4,analyze,分析
4,ancestor,祖先
4,anniversary,週年紀念日
4,annoy,惹惱
4,annual,年度的
4,anxiety,焦慮
4,apology,道歉
4,apparent,明顯的
4,applicant,申請人
4,application,應用
4,appoint(ment),預約）
4,appreciation,欣賞
4,appropriate,合適的
4,approval,贊同
4,aquarium,水族館
4,arch,拱
4,arise,出現
4,arms,武器
4,artificial,人造的
4,artistic,藝術的
4,ashamed,羞愧
4,aspect,方面
4,aspirin,阿斯匹林
4,assemble,集合
4,assembly,集會
4,assign(ment),任務）
4,assistance,協助
4,associate,聯繫
4,association,協會
4,assurance,保證
4,assure,保證
4,athletic,運動的
4,atmosphere,氣氛
4,atom,原子
4,atomic,原子
4,attach(ment),依戀）
4,attraction,景點
4,audio,聲音的
4,authentic,真正的
4,authority,權威
4,autobiography,自傳
4,autograph,簽名
4,await,等待
4,baid,拜德
4,ballet,芭蕾舞
4,bandage,繃帶
4,bankrupt,破產
4,bargain,便宜貨
4,barrier,障礙
4,basin,盆地
4,battery,電池
4,beggar,乞丐
4,behavior,行為
4,bin,垃圾桶
4,biography,傳
4,biology,生物學
4,blade,刀刃
4,blend,混合
4,blessing,祝福
4,blink,眨
4,bloom,盛開
4,blossom,開花
4,boast,誇
4,bond,紐帶
4,bounce,彈跳
4,bracelet,手鐲
4,breed,品種
4,bridegroom/groom,新郎/新郎
4,broke,壞了
4,broom,掃帚
4,brutal,野蠻
4,bulletin,公告
4,burglar,竊賊
4,cabinet,內閣
4,calculate,計算
4,calculation,計算
4,calorie,卡路里
4,campaign,活動
4,candidate,候選人
4,cane,甘蔗
4,canoe,獨木舟
4,capacity,容量
4,capital(ism),資本（主義）
4,capitalist,資本家
4,cargo,貨物
4,carrier,載體
4,carve,雕刻
4,catalogue,目錄
4,category,類別
4,cease,停止
4,celebration,慶典
4,chamber,室
4,championship,錦標賽
4,characteristic,特徵
4,charity,慈善事業
4,chemistry,化學
4,cherish,珍惜
4,chew,嚼
4,choke,嗆
4,chorus,合唱
4,circular,圓
4,circulate,流通
4,circulation,循環
4,circumstance,環境
4,civilian,平民
4,civilization,文明
4,clarify,闡明
4,clash,衝突
4,classification,分類
4,classify,分類
4,claw,爪
4,cliff,懸崖
4,clumsy,笨拙
4,coarse,粗
4,code,程式碼
4,collapse,坍塌
4,colleague,同事
4,combination,組合
4,comedy,喜劇
4,commander,指揮官
4,comment,評論
4,commerce,商業
4,commit,犯罪
4,communication,溝通
4,community,社群
4,companion,伴侶
4,competition,競賽
4,competitive,競爭的
4,competitor,競爭者
4,complicate,使複雜化
4,compose,撰寫
4,composer,作曲家
4,composition,作品
4,concentrate,集中
4,concentration,專注
4,concept,概念
4,concerning,有關
4,concrete,具體的
4,conductor,導體
4,conference,會議
4,confess,承認
4,confidence,信心
4,confusion,錯亂
4,congratulate,恭喜
4,congress,國會
4,conquer,征服
4,conscience,良心
4,consequence,結果
4,consequent,結果
4,conservative,保守的
4,consist,組成
4,consistent,持續的
4,constitute,構成
4,constitution,憲法
4,construct,構造
4,construction,建造
4,constructive,建設性的
4,consult,諮詢
4,consultant,顧問
4,consume,消耗
4,consumer,消費者
4,container,容器
4,content,內容
4,content(ment),滿意）
4,contest,競賽
4,context,情境
4,continual,連續的
4,continuous,連續的
4,contrary,相反
4,contrast,對比
4,contribute,貢獻
4,contribution,貢獻
4,convenience,方便
4,convention,習俗
4,conventional,傳統的
4,converse,交談
4,convey,傳達
4,convince,說服
4,cooperate,合作
4,cooperation,合作
4,cooperative,合作社
4,cope,應付
4,copper,銅
4,cord,繩索
4,correspond,對應
4,costume,戲服
4,cottage,小屋
4,council,理事會
4,counter,櫃檯
4,courageous,勇敢
4,courtesy,禮貌
4,coward,懦夫
4,crack,裂縫
4,craft,工藝
4,creation,創建
4,creativity,創造力
4,creep,蠕動
4,critic,評論家
4,critical,批判的
4,criticism,批評
4,criticize,批評
4,cruelty,殘酷
4,crunchy,脆脆的
4,crush,壓碎
4,cube,立方體
4,cue,提示
4,cunning,狡猾
4,curiosity,好奇心
4,curl,捲曲
4,curse,詛咒
4,curve,曲線
4,cushion,軟墊
4,damp,潮濕
4,deadline,最後期限
4,declare,宣告
4,decoration,裝飾
4,defeat,擊敗
4,defend,保衛
4,defense,防禦
4,defensible,可以防禦的
4,defensive,防禦性的
4,definite,定
4,delicate,精美的
4,delight,喜
4,delightful,愉快
4,demand,要求
4,demonstrate,證明
4,demonstration,示範
4,dense,稠密
4,depart,離開
4,departure,離開
4,dependent,依賴的
4,depression,沮喪
4,deserve,應得
4,desperate,絕望的
4,despite,儘管
4,destruction,破壞
4,detective,偵探
4,determination,決心
4,device,裝置
4,devise,設計
4,devote,奉獻
4,dew,露
4,diagram,圖表
4,differ,不同
4,digest,消化
4,digital,數位的
4,dignity,尊嚴
4,diligence,勤勉
4,diligent,勤奮
4,diploma,文憑
4,diplomat,外交官
4,disability,殘障
4,disadvantage,劣勢
4,disappoint(ment),失望（心）
4,disaster,災難
4,discipline,紀律
4,discourage(ment),勸阻（勸阻）
4,disguise,偽裝
4,disgust,厭惡
4,dismiss,解僱
4,disorder,紊亂
4,dispute,爭議
4,distinct,清楚的
4,distinguish,區分
4,distinguished,傑出的
4,distribute,散佈
4,distribution,分配
4,district,區
4,disturb,打擾
4,diverse,各種各樣的
4,diversity,多樣性
4,divine,神聖的
4,divorce,離婚
4,dodge,閃避
4,dominant,主導的
4,dominate,支配
4,draft,草稿
4,dread,恐懼
4,drift,漂移
4,drill,鑽頭
4,drowsy,昏昏欲睡
4,durable,耐用的
4,dusty,塵土飛揚的
4,dye,染料
4,dynamic,動態的
4,dynasty,王朝
4,earnest,認真
4,earphone,耳機
4,economic,經濟的
4,economical,經濟
4,economics,經濟學
4,economist,經濟學家
4,economy,經濟
4,efficiency,效率
4,elastic,鬆緊帶
4,electronics,電子產品
4,elegant,優雅的
4,elementary,初級
4,eliminate,排除
4,elsewhere,別處
4,embarrass(ment),尷尬（心）
4,embassy,大使館
4,emerge,出現
4,emphasis,強調
4,empire,帝國
4,enclose,括
4,encounter,遇到
4,endanger,危害
4,endure,忍受
4,enforce(ment),執行（執行）
4,engineering,工程
4,enlarge(ment),放大）
4,enormous,巨大的
4,ensure,確保
4,entertain(ment),娛樂）
4,enthusiasm,熱情
4,equality,平等
4,equip(ment),裝置)
4,era,時代
4,essential,基本的
4,establish(ment),設立（設立）
4,estimate,估計
4,ethnic,種族的
4,evaluate,評價
4,evaluation,評估
4,eventual,最終的
4,evidence,證據
4,evident,明顯
4,exaggerate,誇大
4,exception,例外
4,exhaust,排氣
4,exhibit,展覽
4,expand,擴張
4,expansion,擴張
4,experimental,實驗性的
4,explanation,解釋
4,explosion,霹靂
4,explosive,霹靂
4,expose,暴露
4,exposure,曝露
4,extend,延長
4,extent,程度
4,facial,臉部的
4,facility,設施
4,faithful,忠實
4,fame,名聲
4,fantastic,極佳的
4,fantasy,幻想
4,farewell,告別
4,fasten,系
4,fatal,致命的
4,favorable,有利
4,fax,傳真
4,feast,盛宴
4,feedback,回饋
4,ferry,渡輪
4,fertile,沃
4,fetch,拿來
4,fiction,小說
4,fierce,兇猛的
4,finance,金融
4,financial,金融的
4,fireplace,壁爐
4,flatter,奉承
4,flea,跳蚤
4,flee,逃跑
4,flexible,靈活的
4,fluent,流暢
4,flush,沖水
4,foam,泡棉
4,forbid,禁止
4,forecast,預報
4,formation,形成
4,formula,公式
4,fort,堡
4,fortunate,幸運
4,fossil,化石
4,foundation,基礎
4,founder,創辦人
4,fragile,脆弱的
4,frame,框架
4,frequency,頻率
4,freshman,新生
4,frost,霜
4,frown,皺眉
4,frustrate,阻撓
4,frustration,挫折
4,fulfill(ment),履行）
4,functional,功能性的
4,fundamental,基本的
4,funeral,葬禮
4,furious,狂怒
4,furnish,提供
4,furthermore,另外
4,gallery,畫廊
4,gaze,目光
4,gear,齒輪
4,gender,性別
4,gene,基因
4,generation,世代
4,generosity,慷慨
4,genius,天才
4,genuine,真的
4,germ,胚芽
4,gifted,天才
4,gigantic,巨大
4,giggle,傻笑
4,ginger,薑
4,glimpse,一瞥
4,globe,地球
4,glorious,輝煌
4,goods,商品
4,gown,袍
4,grace,優雅
4,graceful,優美
4,gracious,親切
4,graduation,畢業
4,grammar,文法
4,grammatical,語法的
4,graph,圖形
4,grateful,感激的
4,gratitude,感激
4,grave,嚴重
4,greasy,膩
4,greeting(s),問候）
4,grief,悲傷
4,grind,研磨
4,guarantee,保證
4,guardian,監護人
4,guilt,有罪
4,guilty,有罪的
4,gulf,海灣
4,habitual,習慣性的
4,halt,停止
4,handwriting,手寫
4,hardship,困難
4,hardware,硬體
4,harmony,和諧
4,harsh,殘酷的
4,haste,匆忙
4,hasten,趨
4,hatred,仇恨
4,hawk,鷹
4,helicopter,直升機
4,herd,一群
4,hesitation,猶豫
4,hive,蜂巢
4,homeland,家園
4,honeymoon,蜜月
4,hook,鉤
4,horizon,地平線
4,horrify,驚嚇
4,hose,軟管
4,household,家庭
4,housework,家務
4,humanity,人類
4,humidity,濕度
4,hurricane,颶風
4,hush,噓
4,hydrogen,氫
4,identical,完全相同的
4,identification,鑑別
4,identify,確認
4,idiom,成語
4,idle,閒置的
4,idol,偶像
4,ignorance,無知
4,ignorant,無知
4,illustrate,闡明
4,illustration,插圖
4,imaginary,假想
4,imaginative,富有想像力的
4,imitate,模擬
4,imitation,模仿
4,immigrant,移民
4,immigrate,移民
4,immigration,移民
4,impact,影響
4,imply,意味著
4,impose,強加
4,impression,印象
4,incident,事件
4,including,包括
4,incredible,極佳的
4,indication,指示
4,infant,嬰兒
4,infection,感染
4,inflation,通貨膨脹
4,influential,有影響
4,informative,資訊豐富的
4,ingredient,成分
4,initial,最初的
4,injure,損傷
4,innocence,純真
4,input,輸入
4,insert,插入
4,inspection,檢查
4,inspiration,靈感
4,inspire,啟發
4,install,安裝
4,instinct,本能
4,instruct,指示
4,instructor,講師
4,insult,侮辱
4,insurance,保險
4,intellectual,知識分子
4,intelligence,智力
4,intend,打算
4,intense,激烈的
4,intensity,強度
4,intensive,密集的
4,intention,意圖
4,interact,相互影響
4,interaction,交互作用
4,interfere,幹擾
4,intermediate,中間的
4,interpret,解釋
4,interruption,中斷
4,intimate,親密的
4,intuition,直覺
4,invade,入侵
4,invasion,入侵
4,invention,發明
4,invest(ment),投資）
4,investigation,調查
4,involve(ment),參與（參與）
4,isolate,隔離
4,isolation,隔離
4,issue,問題
4,jealousy,妒忌
4,keen,敏銳的
4,kettle,壺
4,kneel,下跪
4,knob,旋鈕
4,labor,勞動
4,laboratory/lab,實驗室/實驗室
4,lag,落後
4,landmark,地標
4,landscape,景觀
4,largely,很大程度上
4,launch,發射
4,lawful,合法的
4,lean,傾斜
4,learned,學到了
4,lecture,演講
4,lecturer,講師
4,legend,傳奇
4,leisurely,悠閒
4,lengthen,加長
4,liar,說謊者
4,librarian,圖書館員
4,license,執照
4,lifeguard,救生員
4,limitation,限制
4,linen,亞麻布
4,lipstick,口紅
4,liquor,酒
4,literary,文學的
4,literature,文學
4,loan,貸款
4,lobster,龍蝦
4,logic,邏輯
4,logical,邏輯的
4,loosen,鬆開
4,lousy,糟糕的
4,loyal,忠誠
4,loyalty,忠誠
4,luxurious,豪華
4,luxury,奢華
4,machinery,機械
4,magnetic,磁的
4,magnificent,壯麗
4,makeup,化妝品
4,manual,手動的
4,manufacture,生產
4,manufacturer,製造商
4,marathon,馬拉松
4,margin,利潤
4,maturity,到期
4,maximum,最大限度
4,measurable,可測量的
4,measure(s),措施
4,mechanic,機械
4,mechanical,機械的
4,memorable,難忘
4,memorial,紀念館
4,memorize,記住
4,merchant,商人
4,mercy,憐憫
4,mere,僅僅
4,merit,優點
4,messenger,信差
4,messy,凌亂的
4,microscope,顯微鏡
4,mild,輕微
4,mill,磨
4,millionaire,百萬富翁
4,miner,礦工
4,mineral,礦物
4,minimum,最低限度
4,minister,部長
4,ministry,部
4,mischief,惡作劇
4,miserable,悲慘的
4,misfortune,不幸
4,mislead,誤導
4,misunderstand,誤解
4,moderate,緩和
4,modest,謙虛的
4,modesty,謙遜
4,monitor,監視器
4,monument,紀念碑
4,moreover,而且
4,motivate,激勵
4,motivation,動機
4,mountainous,多山
4,muddy,渾
4,mule,騾子
4,multiple,多種的
4,murderer,兇手
4,murmur,雜音
4,mutual,相互的
4,mysterious,神秘
4,namely,即
4,nationality,國籍
4,needy,有需要的
4,neglect,忽視
4,negotiate,談判
4,nevertheless,儘管如此
4,nightmare,惡夢
4,noble,高貴
4,nonsense,廢話
4,nowadays,如今
4,nuclear,核
4,numerous,很多的
4,nursery,苗圃
4,nutritious,有營養的
4,obedience,服從
4,obedient,聽話
4,objection,異議
4,objective,客觀的
4,observation,觀察
4,obstacle,障礙
4,obtain,獲得
4,occasional,偶然
4,occupation,職業
4,occupy,佔據
4,offend,得罪
4,offense,罪行
4,offensive,進攻
4,opera,歌劇
4,oppose,反對
4,option,選項
4,orbit,軌道
4,orchestra,樂團
4,orientation,方向
4,orphan,孤兒
4,otherwise,否則
4,outcome,結果
4,outstanding,傑出的
4,oval,橢圓形
4,overcoat,大衣
4,overcome,克服
4,overlook,俯瞰
4,overnight,過夜
4,overthrow,推翻
4,oxygen,氧
4,pace,步伐
4,panel,控制板
4,parachute,降落傘
4,paragraph,段落
4,partial,部分的
4,participation,參與
4,partnership,合夥
4,passive,被動的
4,pasta,義大利麵
4,paw,爪子
4,peculiar,奇特
4,peep,窺視
4,peer,同行
4,penalty,懲罰
4,percent,百分比
4,percentage,百分比
4,perfection,完美
4,perfume,香水
4,permanent,永恆的
4,persuasion,勸說
4,persuasive,有說服力的
4,pessimistic,悲觀
4,pest,害蟲
4,phenomenon,現象
4,philosopher,哲學家
4,philosophical,哲學的
4,philosophy,哲學
4,photography,攝影
4,physical,身體的
4,physician,醫生
4,physicist,物理學家
4,physics,物理
4,pickle,泡菜
4,pioneer,先鋒
4,plentiful,豐富
4,plot,陰謀
4,plum,李子
4,plumber,水管工
4,poisonous,有毒
4,polish,拋光
4,popularity,人氣
4,portable,便攜的
4,portray,寫真
4,possess,具有
4,possession,擁有
4,postage,郵資
4,potential,潛在的
4,precise,精確的
4,predict,預測
4,prediction,預言
4,pregnancy,懷孕
4,pregnant,懷孕
4,presentation,推介會
4,preservation,儲存
4,preserve,儲存
4,prevention,預防
4,prime,主要的
4,primitive,原始
4,priority,優先事項
4,privacy,隱私
4,privilege,特權
4,procedure,程式
4,proceed,繼續
4,productive,富有成效的
4,profession,職業
4,professional,專業的
4,profitable,有利可圖
4,prominent,著名的
4,promising,有前途的
4,promotion,晉升
4,prompt,迅速的
4,pronunciation,發音
4,proposal,提議
4,prosper,繁榮
4,prosperity,繁榮
4,prosperous,繁榮
4,protein,蛋白質
4,protest,反對
4,psychological,心理
4,psychologist,心理學家
4,psychology,心理學
4,publication,出版品
4,publicity,宣傳
4,publish,發布
4,publisher,出版商
4,pursue,追求
4,pursuit,追求
4,quarrel,爭吵
4,quilt,被子
4,quotation,引述
4,radar,雷達
4,rage,憤怒
4,rainfall,雨量
4,raisin,葡萄乾
4,realistic,實際的
4,rebel,反叛
4,recall,記起
4,reception,接待
4,recipe,食譜
4,recognition,認出
4,recovery,恢復
4,recreation,娛樂
4,recycle,回收
4,reduction,減少
4,refer,參考
4,reference,參考
4,reflect,反映
4,reflection,反射
4,reform,改革
4,refugee,難民
4,refund,退款
4,refusal,拒絕
4,regarding,關於
4,register,登記
4,registration,登記
4,regulate,調節
4,regulation,規定
4,rejection,拒絕
4,relaxation,鬆弛
4,relevant,相關的
4,relieve,緩解
4,reluctant,不情願的
4,remark,評論
4,remarkable,卓越
4,remedy,補救
4,renew,更新
4,repetition,重複
4,representation,表示
4,reputation,名聲
4,rescue,救援
4,research,研究
4,researcher,研究員
4,resemble,類似
4,reservation,預訂
4,resign,辭職
4,resignation,辭職
4,resistance,反抗
4,resolution,解決
4,resolve,解決
4,respectable,可敬
4,respectful,恭敬的
4,restore,恢復
4,restriction,限制
4,retain,保持
4,retire(ment),退休）
4,retreat,撤退
4,reunion,團圓
4,revenge,復仇
4,revise,修訂
4,revision,修訂
4,revolution,革命
4,revolutionary,革命性的
4,reward,報酬
4,rhyme,韻
4,rhythm,韻律
4,riddle,謎語
4,robber,強盜
4,romance,浪漫
4,route,路線
4,ruin,廢墟
4,rural,鄉村的
4,rusty,生鏽的
4,sacrifice,犧牲
4,satellite,衛星
4,satisfaction,滿意
4,scarcely,幾乎不
4,scenery,風景
4,scold,罵
4,scoop,舀
4,scratch,刮痕
4,sculpture,雕塑
4,secure,安全的
4,seize,搶佔
4,settler,定居者
4,severe,劇烈
4,sew,縫
4,shade,陰影
4,shady,陰涼
4,shameful,可恥
4,shave,刮鬍子
4,shelter,庇護所
4,shift,轉移
4,sightseeing,觀光
4,signature,簽名
4,significance,意義
4,sincerity,誠意
4,singular,單數
4,site,地點
4,sketch,草圖
4,skyscraper,摩天大樓
4,slight,輕微
4,slogan,口號
4,socket,插座
4,software,軟體
4,solar,太陽的
4,spade,鏟
4,spare,空閒的
4,spark,火花
4,spear,矛
4,species,種
4,spiritual,精神
4,splendid,燦爛
4,split,分裂
4,sprinkle,撒
4,stab,刺
4,statistic(s),統計數據）
4,status,地位
4,stem,幹
4,stereo,立體聲
4,stingy,小氣
4,stocking(s),長襪
4,strengthen,加強
4,stripe,條紋
4,strive,努力
4,stroke,中風
4,submarine,潛水艇
4,sue,起訴
4,suggestion,建議
4,summarize,總結
4,surgeon,外科醫生
4,surgery,手術
4,surrender,投降
4,surroundings,周圍環境
4,suspicious,可疑的
4,sway,搖擺
4,syllable,音節
4,sympathetic,富有同情心的
4,sympathy,同情
4,systematic,系統的
4,technician,技術員
4,technological,技術性的
4,telegraph,電報
4,telescope,望遠鏡
4,tendency,趨勢
4,tense,緊張
4,tension,緊張
4,terror,恐怖
4,theme,主題
4,thorough,徹底
4,thoughtful,周到
4,tickle,癢癢
4,timetable,時間表
4,timid,膽小
4,tolerable,可以忍受的
4,tolerance,寬容
4,tolerant,寬容
4,tolerate,容忍
4,tomb,墓
4,tortoise,龜
4,torture,酷刑
4,tragedy,悲劇
4,tragic,悲慘
4,transfer,轉移
4,transform,轉換
4,translate,翻譯
4,translation,翻譯
4,translator,翻譯者
4,transportation,運輸
4,tremble,顫抖
4,tremendous,巨大的
4,tribal,部落的
4,triumph,勝利
4,troublesome,麻煩的
4,tumble,翻滾
4,twig,枝條
4,universal,普遍的
4,urge,敦促
4,urgent,緊迫的
4,usage,用法
4,vacancy,空缺
4,vain,徒勞的
4,vast,廣闊的
4,vegetarian,素食主義者
4,vessel,血管
4,violate,違反
4,violation,違反
4,virtue,美德
4,virus,病毒
4,visual,視覺的
4,vital,必不可少的
4,voluntary,自願
4,volunteer,志工
4,voyage,航程
4,waken,喚醒
4,website,網站
4,welfare,福利
4,wink,眨眼
4,wit,機智
4,witch/wizard,女巫/巫師
4,withdraw,提取
4,witness,證人
4,workout,鍛鍊
4,workplace,工作場所
4,wreck,破壞
4,yawn,打哈欠
4,youthful,青春的
5,abnormal,異常
5,abolish,取消
5,abortion,流產
5,abrupt,突然的
5,absurd,荒誕
5,abundant,豐富
5,abuse,虐待
5,accelerate,加速
5,accessible,無障礙
5,accommodate,容納
5,accommodation,住宿
5,accord,符合
5,accounting,會計
5,acknowledge(ment),確認（承認）
5,acquaint,結識
5,acquisition,獲得
5,activist,活動家
5,acute,急性
5,administration,行政
5,administrative,行政
5,administrator,行政人員
5,adolescent,青少年
5,adore,崇拜
5,adverse,不利的
5,advocate,提倡
5,affection,感情
5,agenda,議程
5,aggression,侵略
5,agony,痛苦
5,agricultural,農業
5,aisle,走道
5,alcoholic,酗酒的
5,alien,外星人
5,allergic,過敏的
5,allergy,過敏
5,alliance,聯盟
5,allocate,分配
5,ally,盟友
5,alongside,旁邊
5,alter,改變
5,alternate,備用
5,amend,修正
5,ample,充足
5,analyst,分析師
5,anonymous,匿名的
5,anticipate,預料
5,antique,古董
5,applause,掌聲
5,appliance,器皿
5,apt,易於
5,architect,建築師
5,architecture,建築學
5,arena,競技場
5,arouse,引起
5,array,大批
5,arrogant,傲慢的
5,articulate,表達清楚
5,ass,屁股
5,assault,突擊
5,assert,斷言
5,assess(ment),評估）
5,asset,資產
5,assumption,假設
5,astonish(ment),驚訝（心）
5,athletics,競技
5,attendance,出席率
5,attic,閣樓
5,attorney,律師
5,attribute,屬性
5,auction,拍賣
5,authorize,授權
5,autonomy,自治
5,awe,敬畏
5,backyard,後院
5,ballot,選票
5,ban,禁止
5,banner,橫幅
5,barren,荒蕪
5,batch,批次
5,behalf,代表
5,belongings,財物
5,beloved,心愛
5,beneficial,有利
5,betray,背叛
5,beware,提防
5,bias,偏見
5,bid,出價
5,biological,生物
5,bizarre,奇異的
5,blast,霹靂
5,blur,模糊
5,blush,臉紅
5,bodyguard,保鑣
5,bolt,螺栓
5,bonus,獎金
5,boom,繁榮
5,boost,促進
5,booth,攤位
5,boredom,無聊
5,bound,邊界
5,boundary,邊界
5,boxer,拳擊手
5,breakthrough,突破
5,briefcase,公事包
5,bronze,青銅
5,browse,瀏覽
5,bruise,挫傷
5,bulk,大部分
5,bully,霸凌
5,bureau,局
5,bureaucracy,官僚
5,burial,葬禮
5,butcher,屠夫
5,calcium,鈣
5,canal,運河
5,canvas,帆布
5,capability,能力
5,carbon,碳
5,carnival,狂歡
5,casino,賭場
5,cathedral,大教堂
5,caution,警告
5,cautious,謹慎
5,celebrity,名人
5,cemetery,公墓
5,ceremony,儀式
5,certainty,肯定
5,certificate,證書
5,chaos,混亂
5,chapel,教堂
5,characterize,表徵
5,chef,廚師
5,choir,詩班
5,chord,弦
5,chore,雜務
5,chronic,慢性的
5,chubby,胖乎乎的
5,chunk,區塊
5,circuit,電路
5,cite,引用
5,citizenship,國籍
5,civic,公民的
5,clarity,明晰
5,clause,條款
5,cling,緊貼
5,clinical,臨床
5,cluster,簇
5,cocaine,古柯鹼
5,coffin,棺材
5,cognitive,認知的
5,coherent,相干
5,coincidence,巧合
5,collaboration,合作
5,collective,集體
5,collector,集電極
5,colonial,殖民
5,columnist n. combat,專欄作家戰鬥
5,comedian,喜劇演員
5,commentary,評論
5,commentator,評論員
5,commission,委員會
5,commitment,承諾
5,commodity,商品
5,communism,共產主義
5,communist,共產
5,commute,通勤
5,commuter,通勤者
5,compact,袖珍的
5,comparable,可比
5,compassion,同情
5,compassionate,富有同情心的
5,compatible,相容的
5,compel,迫使
5,compensate,補償
5,compensation,賠償
5,competence,權限
5,competent,勝任的
5,complexity,複雜
5,compliance,遵守
5,complication,併發症
5,compliment,讚揚
5,comply,遵守
5,component,成分
5,compound,化合物
5,comprehend,理解
5,comprehension,理解
5,comprise,包括
5,compromise,妥協
5,compulsory,強制性的
5,conceal,隱藏
5,concede,承認
5,conceive,構想
5,conception,概念
5,condemn,譴責
5,conduct,執行
5,confession,懺悔
5,confidential,機密的
5,confine,局限
5,conform,符合
5,confront,面對
5,confrontation,對抗
5,consecutive,連續的
5,consensus,共識
5,consent,同意
5,conservation,保護
5,considerate,周到
5,constitutional,憲政的
5,constraint,約束
5,consultation,諮詢
5,consumption,消耗
5,contagious,接觸傳染性
5,contaminate,污染
5,contemplate,沉思
5,contemporary,當代的
5,contempt,鄙視
5,contend,抗衡
5,continental,歐陸式
5,contractor,承包商
5,contradiction,矛盾
5,controversial,有爭議的
5,controversy,爭議
5,conversion,轉換
5,convert,轉變
5,convict,定罪
5,conviction,定罪
5,coordinate,協調
5,copyright,版權
5,core,核
5,corporate,公司的
5,corporation,公司
5,correlation,相關性
5,correspondent,記者
5,corridor,走廊
5,corrupt,腐敗
5,corruption,腐敗
5,counsel,法律顧問
5,counselor,顧問
5,courteous,有禮貌
5,coverage,覆蓋範圍
5,credibility,可信度
5,creek,溪
5,cripple,削弱
5,criterion/criteria,標準/標準
5,crucial,至關重要的
5,crude,原油
5,cruise,巡航
5,crystal,水晶
5,cuisine,美食
5,currency,貨幣
5,curriculum,課程
5,custody,保管
5,customs,海關
5,deadly,致命
5,debris,碎片
5,debut,首次亮相
5,decay,衰變
5,deceive,欺騙
5,decent,體面的
5,declaration,宣言
5,decline,衰退
5,dedicate,奉獻
5,defendant,被告
5,deficit,赤字
5,defy,違抗
5,delegate,代表
5,delegation,代表團
5,deliberate,商榷
5,democrat,民主黨
5,denial,拒絕
5,density,密度
5,depict,描繪
5,deploy,部署
5,depress,壓抑
5,deputy,副
5,derive,衍生
5,descend,下降
5,descriptive,描述性的
5,despair,絕望
5,destination,目的地
5,destiny,命運
5,destructive,破壞性的
5,devotion,奉獻精神
5,diagnose,診斷
5,diagnosis,診斷
5,dialect,方言
5,diameter,直徑
5,diaper,尿布
5,digestion,消化
5,dilemma,困境
5,dimension,方面
5,diminish,減少
5,diplomatic,外交
5,directory,目錄
5,disapprove,不贊成
5,disclose,透露
5,disconnect,斷開
5,discourse,話語
5,discriminate,辨析
5,discrimination,歧視
5,disrupt,擾亂
5,dissolve,溶解
5,distinction,差別
5,distinctive,獨特的
5,distract,轉移
5,doctrine,教義
5,document,文件
5,documentary,記錄
5,domain,領域
5,dome,圓頂
5,donate,捐
5,donation,捐款
5,donor,捐款者
5,doorway,門口
5,dough,麵團
5,dreadful,可怕
5,driveway,車道
5,drought,乾旱
5,ecological,生態的
5,ecology,生態
5,ecosystem,生態系統
5,ego,自我
5,elaborate,精心製作的
5,eligible,有資格的
5,eloquent,雄辯
5,embrace,擁抱
5,emission,排放
5,endorse(ment),代言）
5,enterprise,企業
5,enthusiastic,熱情的
5,entitle,賦予
5,entity,實體
5,entrepreneur,企業家
5,envious,羨慕
5,envision,設想
5,epidemic,流行性
5,episode,插曲
5,equation,方程式
5,equity,公平
5,equivalent,相等的
5,erect,直立
5,errand,差事
5,erupt,爆發
5,escalator,電扶梯
5,essence,本質
5,estate,財產
5,eternal,永恆
5,ethic(s),倫理）
5,ethical,道德的
5,evolution,演化
5,evolve,發展
5,exaggeration,誇張
5,exceed,超過
5,exceptional,異常的
5,excessive,過多的
5,exclaim,驚呼
5,exclude,排除
5,exclusive,獨家的
5,execute,執行
5,execution,執行
5,executive,管理人員
5,exile,流亡
5,exotic,異國情調
5,expedition,遠徵
5,expertise,專業知識
5,explicit,明確的
5,exploit,開發
5,exploration,勘探
5,extension,擴大
5,extensive,廣泛的
5,exterior,外部的
5,external,外部的
5,extinct,滅絕的
5,extraordinary,非凡的
5,fabric,織物
5,fabulous,神話般的
5,facilitate,促進
5,faculty,學院
5,fascinate,吸引
5,fatigue,疲勞
5,federal,聯邦
5,fiber,纖維
5,filter,篩選
5,fiscal,財
